# This file contains the data of final population
# of objectives = 2, # of constraints = 0, # of real_var = 7, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
9.791556e+02	9.791556e+02	2.034607e+01	-4.931509e+02	-9.977666e-01	-9.988635e-01	2.000000e+03	2.999996e+03	2.999984e+03	0.000000e+00	1	1.000000e+14
9.791557e+02	9.791557e+02	2.034606e+01	-4.931511e+02	-9.979646e-01	-9.986223e-01	2.000000e+03	2.999996e+03	2.999979e+03	0.000000e+00	2	1.000000e+14
9.791557e+02	9.791557e+02	2.034607e+01	-4.931505e+02	-9.966420e-01	-9.996113e-01	2.000000e+03	2.999994e+03	2.999978e+03	0.000000e+00	3	1.000000e+14
9.791559e+02	9.791559e+02	2.034606e+01	-4.931504e+02	-9.966418e-01	-9.991188e-01	2.000000e+03	2.999997e+03	2.999973e+03	0.000000e+00	4	1.000000e+14
9.791559e+02	9.791559e+02	2.034605e+01	-4.931505e+02	-9.966420e-01	-9.991164e-01	2.000000e+03	2.999997e+03	2.999978e+03	0.000000e+00	5	1.000000e+14
9.791560e+02	9.791560e+02	2.034607e+01	-4.931512e+02	-9.977639e-01	-9.981932e-01	2.000000e+03	2.999996e+03	2.999973e+03	0.000000e+00	6	1.000000e+14
9.791560e+02	9.791560e+02	2.034607e+01	-4.931509e+02	-9.966412e-01	-9.991130e-01	2.000000e+03	2.999996e+03	2.999984e+03	0.000000e+00	7	1.000000e+14
9.791560e+02	9.791560e+02	2.034607e+01	-4.931512e+02	-9.966412e-01	-9.991130e-01	2.000000e+03	2.999996e+03	2.999984e+03	0.000000e+00	8	1.000000e+14
9.791561e+02	9.791561e+02	2.034607e+01	-4.931507e+02	-9.966434e-01	-9.988318e-01	2.000000e+03	2.999970e+03	2.999974e+03	0.000000e+00	9	1.000000e+14
9.791561e+02	9.791561e+02	2.034606e+01	-4.931511e+02	-9.966685e-01	-9.988688e-01	2.000000e+03	2.999996e+03	2.999979e+03	0.000000e+00	10	1.000000e+14
9.791561e+02	9.791561e+02	2.034606e+01	-4.931511e+02	-9.966681e-01	-9.988688e-01	2.000000e+03	2.999996e+03	2.999979e+03	0.000000e+00	11	1.000000e+14
9.791561e+02	9.791561e+02	2.034607e+01	-4.931510e+02	-9.966681e-01	-9.988057e-01	2.000000e+03	2.999996e+03	2.999977e+03	0.000000e+00	12	1.000000e+14
