9.791556e+02	9.791556e+02
9.791557e+02	9.791557e+02
9.791557e+02	9.791557e+02
9.791559e+02	9.791559e+02
9.791559e+02	9.791559e+02
9.791560e+02	9.791560e+02
9.791560e+02	9.791560e+02
9.791560e+02	9.791560e+02
9.791561e+02	9.791561e+02
9.791561e+02	9.791561e+02
9.791561e+02	9.791561e+02
9.791561e+02	9.791561e+02
9.791561e+02	9.791561e+02
9.791562e+02	9.791562e+02
9.791562e+02	9.791562e+02
9.791562e+02	9.791562e+02
9.791562e+02	9.791562e+02
9.791562e+02	9.791562e+02
9.791562e+02	9.791562e+02
9.791562e+02	9.791562e+02
9.791563e+02	9.791563e+02
9.791563e+02	9.791563e+02
9.791563e+02	9.791563e+02
9.791564e+02	9.791564e+02
9.791565e+02	9.791565e+02
9.791566e+02	9.791566e+02
9.791566e+02	9.791566e+02
9.791567e+02	9.791567e+02
9.791568e+02	9.791568e+02
9.791568e+02	9.791568e+02
9.791568e+02	9.791568e+02
9.791569e+02	9.791569e+02
9.791569e+02	9.791569e+02
9.791570e+02	9.791570e+02
9.791570e+02	9.791570e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791571e+02	9.791571e+02
9.791572e+02	9.791572e+02
9.791572e+02	9.791572e+02
9.791572e+02	9.791572e+02
9.791572e+02	9.791572e+02
9.791572e+02	9.791572e+02
9.791572e+02	9.791572e+02
9.791572e+02	9.791572e+02
9.791572e+02	9.791572e+02
9.791572e+02	9.791572e+02
9.791573e+02	9.791573e+02
9.791573e+02	9.791573e+02
9.791573e+02	9.791573e+02
9.791573e+02	9.791573e+02
9.791573e+02	9.791573e+02
9.791573e+02	9.791573e+02
9.791574e+02	9.791574e+02
9.791574e+02	9.791574e+02
9.791574e+02	9.791574e+02
9.791574e+02	9.791574e+02
9.791574e+02	9.791574e+02
9.791574e+02	9.791574e+02
9.791574e+02	9.791574e+02
9.791574e+02	9.791574e+02
9.791574e+02	9.791574e+02
9.791574e+02	9.791574e+02
9.791574e+02	9.791574e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791575e+02	9.791575e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791576e+02	9.791576e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
9.791577e+02	9.791577e+02
