# This file contains the data of initial population
# of objectives = 2, # of constraints = 0, # of real_var = 7, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
2.275782e+04	2.275782e+04	2.401964e+01	-2.408096e+02	-9.457725e-01	-6.711832e-01	1.830206e+03	2.995891e+03	2.683835e+03	0.000000e+00	391	1.000000e+14
7.477597e+03	7.477597e+03	-1.683170e+01	-2.954162e+02	8.579762e-01	-8.507967e-01	1.928880e+03	2.070911e+03	2.771352e+03	0.000000e+00	188	1.000000e+14
1.241656e+04	1.241656e+04	2.369929e+01	-3.472626e+02	-4.270860e-01	4.052603e-01	1.825032e+03	2.614301e+03	2.623920e+03	0.000000e+00	313	1.000000e+14
2.331840e+03	2.331840e+03	1.353810e+01	-4.568413e+02	-4.881997e-01	2.034543e-01	1.741868e+03	2.932216e+03	2.344633e+03	0.000000e+00	28	1.000000e+14
6.248515e+03	6.248515e+03	-2.445982e+01	-3.469184e+02	-6.521493e-01	-2.437069e-01	1.878781e+03	2.966000e+03	2.251948e+03	0.000000e+00	146	1.000000e+14
1.016441e+04	1.016441e+04	1.293128e+01	-3.104842e+02	3.741051e-01	5.799525e-01	1.707383e+03	2.889567e+03	2.405260e+03	0.000000e+00	258	1.000000e+14
9.059255e+03	9.059255e+03	1.192535e+01	-3.163527e+02	-9.918293e-01	-4.241563e-01	1.711562e+03	2.176607e+03	2.896218e+03	0.000000e+00	239	1.000000e+14
1.594198e+04	1.594198e+04	1.042779e+00	-2.211038e+02	-7.073506e-01	-6.630565e-01	1.851385e+03	2.522181e+03	2.106406e+03	0.000000e+00	342	1.000000e+14
1.123888e+04	1.123888e+04	-2.633318e+01	-2.262619e+02	8.897823e-01	-2.716566e-01	1.998391e+03	2.429495e+03	2.267181e+03	0.000000e+00	283	1.000000e+14
7.140769e+03	7.140769e+03	-2.763472e+01	-2.991976e+02	-6.819904e-01	-8.249387e-02	1.883633e+03	2.607066e+03	2.086002e+03	0.000000e+00	179	1.000000e+14
8.065724e+03	8.065724e+03	-2.340902e+01	-2.580765e+02	-7.346310e-01	3.692953e-01	1.738797e+03	2.557163e+03	2.441092e+03	0.000000e+00	208	1.000000e+14
3.199749e+03	3.199749e+03	1.393113e+01	-4.761361e+02	-2.453392e-01	7.422038e-01	1.716087e+03	2.147445e+03	2.146100e+03	0.000000e+00	47	1.000000e+14
1.156210e+04	1.156210e+04	-1.937144e+01	-2.154047e+02	-1.923695e-02	8.531573e-01	1.791303e+03	2.556516e+03	2.172966e+03	0.000000e+00	294	1.000000e+14
